APPLICATION,DEVICECODE,METERNUMBER,REGISTERNUM,BUILTCONFIG,INSTALLCONFIG,BILLEDFLAG,REGISTERCONFIG,SERIALNUMBER,OTHERDEVICECODE1,OTHERDEVICEID1,OTHERDEVICEMARRY1,OTHERDEVICECODE2,OTHERDEVICEID2,OTHERDEVICEMARRY2,METERMAKE,METERSIZE,METERKIND,METERMODEL,DIALS,DEADZEROES,READTYPE,TESTCIRCLE,AMPS,VOLTS,FLEXFIELD1,FLEXFIELD2,FLEXFIELD3,INITIALINSTALLDATE,CURRENTINSTALLDATE,MULTIPLIER,CTNUMBER,VTNUMBER,PONUMBER,PODATE,PURCHASECOST,RETIREDATE,ASSETTAXDISTRICT,BIDIRECTIONALFLAG,PRIVATELYOWNED,COMMENTS,BATTERYDATE,AMIFLAG,AMITYPE,IPADDRESS,PROBEMETERID,PROBEMETERPASSWORD,PROBEMETERNAME,UPDATEDATE
5,0,"BGB01168",1,501,501,"Y",1,"08K661447",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2008-01-01",,1,,,,"2008-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W461326",1,501,501,"Y",1,"13W461326",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"19M088308",1,501,501,"Y",1,"19M088308",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2020-01-01",,1,,,,"2019-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13X111048",1,501,501,"Y",1,"13X111048",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB003400",1,501,501,"Y",1,"B003400",,,,,,,2,12,3,175,5,2,1,,,,12,12,0,"2010-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938605",1,501,501,"Y",1,"21P938605",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938601",1,501,501,"Y",1,"21P938601",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938602",1,501,501,"Y",1,"21P938602",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938604",1,501,501,"Y",1,"21P938604",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053587",1,501,501,"Y",1,"22W053587",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P710536",1,501,501,"Y",1,"21P710536",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053541",1,501,501,"Y",1,"22W053541",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W490358",1,501,501,"Y",1,"22W490358",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938603",1,501,501,"Y",1,"21P938603",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21T645506",1,501,501,"Y",1,"21T645506",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14X983135",1,501,501,"Y",1,"14X983135",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2018-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG1305839",1,501,501,"Y",1,"1305839",,,,,,,2,12,3,175,5,2,1,,,,12,12,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01875",1,501,501,"Y",1,"1024621",,,,,,,2,40,3,99,5,2,1,,,,40,40,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02578",1,501,501,"Y",1,"11P230475",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744328",1,501,501,"Y",1,"21P744328",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB00867",1,501,501,"Y",1,"0526139",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2006-01-01",,1,,,,"2005-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22T715987",1,501,501,"Y",1,"22T715987",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2021-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01978",1,501,501,"Y",1,"10M049643",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02770",1,501,501,"Y",1,"11P944359",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938506",1,501,501,"Y",1,"21P938506",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02660",1,501,501,"Y",1,"11P221611",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744385",1,501,501,"Y",1,"21P744385",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938507",1,501,501,"Y",1,"21P938507",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"11P942618",1,501,501,"Y",1,"11P942618",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2017-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22T715981",1,501,501,"Y",1,"22T715981",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2021-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744332",1,501,501,"Y",1,"21P744332",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053535",1,501,501,"Y",1,"22W053535",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB001873",1,501,501,"Y",1,"09L561582",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2003-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01948",1,501,501,"Y",1,"10M049613",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2019-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG3758",1,501,501,"Y",1,"12T928546",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21T645511",1,501,501,"Y",1,"21T645511",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02572",1,501,501,"Y",1,"11P230469",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01836",1,501,501,"Y",1,"0954105",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2010-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13X111029",1,501,501,"Y",1,"13X111029",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG3732",1,501,501,"Y",1,"12T928520",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03028",1,501,501,"Y",1,"11P942635",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938626",1,501,501,"Y",1,"21P938626",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21T645486",1,501,501,"Y",1,"21T645486",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W014000",1,501,501,"Y",1,"13W014000",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20P675412",1,501,501,"Y",1,"20P675412",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W014062",1,501,501,"Y",1,"13W014062",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W086132",1,501,501,"Y",1,"13W086132",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2012-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02456",1,501,501,"Y",1,"11P230353",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744462",1,501,501,"Y",1,"21P744462",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21T645502",1,501,501,"Y",1,"21T645502",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W014032",1,501,501,"Y",1,"13W014032",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01989",1,501,501,"Y",1,"10M049654",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2009-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01960",1,501,501,"Y",1,"10M049625",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01831",1,501,501,"Y",1,"0954100",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2010-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"2052328",1,501,501,"Y",1,"2052328",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2010-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"16E646167",1,501,501,"Y",1,"16E646167",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2016-01-01",,1,,,,"2016-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02230",1,501,501,"Y",1,"10N065904",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y038370",1,501,501,"Y",1,"14Y038370",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"2126424",1,501,501,"Y",1,"2126424",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W490485",1,501,501,"Y",1,"22W490485",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02236",1,501,501,"Y",1,"1053588",,,,,,,2,40,3,99,5,2,1,,,,40,40,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23W914024",1,501,501,"Y",1,"23W914024",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W061477",1,501,501,"Y",1,"22W061477",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W471930",1,501,501,"Y",1,"13W471930",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W014055",1,501,501,"Y",1,"13W014055",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W461297",1,501,501,"Y",1,"13W461297",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W086006",1,501,501,"Y",1,"13W086006",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"2255901",1,501,501,"Y",1,"2255901",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG1305830",1,501,501,"Y",1,"1305830",,,,,,,2,7,3,175,5,2,1,,,,7,7,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14X982979",1,501,501,"Y",1,"14X982979",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W461321",1,501,501,"Y",1,"13W461321",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W013978",1,501,501,"Y",1,"13W013978",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03341",1,501,501,"Y",1,"12R428785",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21T645508",1,501,501,"Y",1,"21T645508",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053534",1,501,501,"Y",1,"22W053534",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W086025",1,501,501,"Y",1,"13W086025",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13X111057",1,501,501,"Y",1,"13X111057",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W461276",1,501,501,"Y",1,"13W461276",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"15D096603",1,501,501,"Y",1,"15D096603",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2015-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13X111042",1,501,501,"Y",1,"13X111042",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W086030",1,501,501,"Y",1,"13W086030",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02788",1,501,501,"Y",1,"11P944377",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W014069",1,501,501,"Y",1,"13W014069",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744441",1,501,501,"Y",1,"21P744441",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02109",1,501,501,"Y",1,"B02109",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02217",1,501,501,"Y",1,"10N065891",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02104",1,501,501,"Y",1,"B02104",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13X111022",1,501,501,"Y",1,"13X111022",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"13W086146",1,501,501,"Y",1,"13W086146",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W061523",1,501,501,"Y",1,"22W061523",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W014068",1,501,501,"Y",1,"13W014068",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W013992",1,501,501,"Y",1,"13W013992",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W490489",1,501,501,"Y",1,"22W490489",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01840",1,501,501,"Y",1,"0954109",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2010-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W013967",1,501,501,"Y",1,"13W013967",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21T645503",1,501,501,"Y",1,"21T645503",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG3746",1,501,501,"Y",1,"12T928534",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23W914144",1,501,501,"Y",1,"23W914144",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01882",1,501,501,"Y",1,"B01882",,,,,,,2,7,3,175,5,2,1,,,,7,7,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"17H331769",1,501,501,"Y",1,"17H331769",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2017-01-01",,1,,,,"2017-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y410337",1,501,501,"Y",1,"14Y410337",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03279",1,501,501,"Y",1,"12R428723",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W061517",1,501,501,"Y",1,"22W061517",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W086130",1,501,501,"Y",1,"13W086130",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2012-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB00764",1,501,501,"Y",1,"0227939",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2004-01-01",,1,,,,"2002-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03215",1,501,501,"Y",1,"12R428659",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2010-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14X983012",1,501,501,"Y",1,"14X983012",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W294036",1,501,501,"Y",1,"22W294036",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB00902",1,501,501,"Y",1,"0656183",,,,,,,2,7,3,175,5,2,1,,,,7,7,0,"2011-01-01",,1,,,,"2006-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P710563",1,501,501,"Y",1,"21P710563",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W461364",1,501,501,"Y",1,"13W461364",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2006-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01023",1,501,501,"Y",1,"0848157",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2008-01-01",,1,,,,"2008-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"19M100512",1,501,501,"Y",1,"19M100512",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2021-01-01",,1,,,,"2019-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744459",1,501,501,"Y",1,"21P744459",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14X983133",1,501,501,"Y",1,"14X983133",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2018-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14Y410314",1,501,501,"Y",1,"14Y410314",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2015-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13X111137",1,501,501,"Y",1,"13X111137",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03047",1,501,501,"Y",1,"11P942654",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG3872",1,501,501,"Y",1,"12T928660",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y503505",1,501,501,"Y",1,"14Y503505",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y503504",1,501,501,"Y",1,"14Y503504",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y503506",1,501,501,"Y",1,"14Y503506",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14X983132",1,501,501,"Y",1,"14X983132",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2018-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"15C989799",1,501,501,"Y",1,"15C989799",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2015-01-01",,1,,,,"2015-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"13W461438",1,501,501,"Y",1,"13W461438",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2020-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744338",1,501,501,"Y",1,"21P744338",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14Y503509",1,501,501,"Y",1,"14Y503509",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P767594",1,501,501,"Y",1,"21P767594",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23W914023",1,501,501,"Y",1,"23W914023",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744444",1,501,501,"Y",1,"21P744444",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20P675439",1,501,501,"Y",1,"20P675439",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02313",1,501,501,"Y",1,"11N536760",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P767585",1,501,501,"Y",1,"21P767585",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
