APPLICATION,DEVICECODE,METERNUMBER,REGISTERNUM,BUILTCONFIG,INSTALLCONFIG,BILLEDFLAG,REGISTERCONFIG,SERIALNUMBER,OTHERDEVICETYPE1,OTHERDEVICEID1,OTHERDEVICEMARRY1,OTHERDEVICETYPE2,OTHERDEVICEID2,OTHERDEVICEMARRY2,METERMAKE,MAKESIZE,METERKIND,METERMODEL,DIALS,DEADZEROES,READTYPE,TESTCIRCLE,AMPS,VOLTS,FLEXFIELD1,FLEXFIELD2,FLEXFIELD3,INITIALINSTALLDATE,CURRENTINSTALLDATE,MULTIPLIER,CTNUMBER,VTNUMBER,PONUMBER,PODATE,PURCHASECOST,RETIREDATE,ASSETTAXDISTRICT,BIDIRECTIONALFLAG,PRIVATELYOWNED,COMMENTS,BATTERYDATE,AMIFLAG,AMITYPE,IPADDRESS,PROBEMETERID,PROBEMETERPASSWORD,PROBEMETERNAME,UPDATEDATE
5,0,"21P710555",1,0501,0501,"Y",1,"21P710555",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01996",1,0501,0501,"Y",1,"1037029",,,"Y",,,,2,"12",3,175,5,2,1,,,,12,,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB00736",1,0501,0501,"Y",1,"B00736",,,"Y",,,,2,"14",3,175,5,2,1,,,,14,,0,"2009-01-01",,1,,,,"2001-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053550",1,0501,0501,"Y",1,"22W053550",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053551",1,0501,0501,"Y",1,"22W053551",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03113",1,0501,0501,"Y",1,"12R428557",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744394",1,0501,0501,"Y",1,"21P744394",,,"Y",,,,1,"2",2,10,4,2,1,,,,2,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053552",1,0501,0501,"Y",1,"22W053552",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744395",1,0501,0501,"Y",1,"21P744395",,,"Y",,,,1,"2",2,10,4,2,1,,,,2,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744396",1,0501,0501,"Y",1,"21P744396",,,"Y",,,,1,"2",2,10,4,2,1,,,,2,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB003465",1,0501,0501,"Y",1,"12R691952",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB003537",1,0501,0501,"Y",1,"12R692024",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB003538",1,0501,0501,"Y",1,"12R692025",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y410324",1,0501,0501,"Y",1,"14Y410324",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y038367",1,0501,0501,"Y",1,"14Y038367",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20P675419",1,0501,0501,"Y",1,"20P675419",,,"Y",,,,1,"2",2,10,4,2,1,,,,2,,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y410322",1,0501,0501,"Y",1,"14Y410322",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03264",1,0501,0501,"Y",1,"12R428708",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938792",1,0501,0501,"Y",1,"21P938792",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938586",1,0501,0501,"Y",1,"21P938586",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P710543",1,0501,0501,"Y",1,"21P710543",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P710544",1,0501,0501,"Y",1,"21P710544",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W471875",1,0501,0501,"Y",1,"13W471875",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01629",1,0501,0501,"Y",1,"B01629",,,"Y",,,,2,"14",3,175,5,2,1,,,,14,,0,"2009-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938776",1,0501,0501,"Y",1,"21P938776",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X592901",1,0501,0501,"Y",1,"23X592901",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W086048",1,0501,0501,"Y",1,"13W086048",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01081",1,0501,0501,"Y",1,"08K632503",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2009-01-01",,1,,,,"2008-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938875",1,0501,0501,"Y",1,"21P938875",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938883",1,0501,0501,"Y",1,"21P938883",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB001852",1,0501,0501,"Y",1,"09L561561",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2009-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X593066",1,0501,0501,"Y",1,"23X593066",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X593064",1,0501,0501,"Y",1,"23X593064",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB001844",1,0501,0501,"Y",1,"09L561553",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2009-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938864",1,0501,0501,"Y",1,"21P938864",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"2413810",1,0501,0501,"Y",1,"2413810",,,"Y",,,,2,"40",3,99,5,2,1,,,,40,,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"2228915",1,0501,0501,"Y",1,"2228915",,,"Y",,,,2,"40",3,99,5,2,1,,,,40,,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y410384",1,0501,0501,"Y",1,"14Y410384",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y503731",1,0501,0501,"Y",1,"14Y503731",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"19M088289",1,0501,0501,"Y",1,"19M088289",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2019-01-01",,1,,,,"2019-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W002320",1,0501,0501,"Y",1,"13W002320",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"1806656",1,0501,0501,"Y",1,"1806656",,,"Y",,,,2,"14",3,175,5,2,1,,,,14,,0,"2009-01-01",,1,,,,"2018-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W061539",1,0501,0501,"Y",1,"22W061539",,,"Y",,,,1,"2",2,10,4,2,1,,,,2,,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01995",1,0501,0501,"Y",1,"1036280",,,"Y",,,,2,"14",3,175,5,2,1,,,,14,,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14X983019",1,0501,0501,"Y",1,"14X983019",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y503648",1,0501,0501,"Y",1,"14Y503648",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938786",1,0501,0501,"Y",1,"21P938786",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y503640",1,0501,0501,"Y",1,"14Y503640",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y503749",1,0501,0501,"Y",1,"14Y503749",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938835",1,0501,0501,"Y",1,"21P938835",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14X983029",1,0501,0501,"Y",1,"14X983029",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"2052298",1,0501,0501,"Y",1,"2052298",,,"Y",,,,2,"40",3,99,5,2,1,,,,40,,0,"2021-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W471976",1,0501,0501,"Y",1,"13W471976",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13X111087",1,0501,0501,"Y",1,"13X111087",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2014-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W461372",1,0501,0501,"Y",1,"13W461372",,,"Y",,,,1,"2",2,10,4,2,1,,,,2,,0,"2014-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"24Y439178",1,0501,0501,"Y",1,"24Y439178",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02781",1,0501,0501,"Y",1,"11P944370",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03265",1,0501,0501,"Y",1,"12R428709",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01100",1,0501,0501,"Y",1,"08K632522",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2009-01-01",,1,,,,"2008-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01619",1,0501,0501,"Y",1,"09L035345",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2009-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21T645485",1,0501,0501,"Y",1,"21T645485",,,"Y",,,,1,"2",2,10,4,2,1,,,,2,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y503741",1,0501,0501,"Y",1,"14Y503741",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y503730",1,0501,0501,"Y",1,"14Y503730",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y038346",1,0501,0501,"Y",1,"14Y038346",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W014077",1,0501,0501,"Y",1,"13W014077",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W014078",1,0501,0501,"Y",1,"13W014078",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y410402",1,0501,0501,"Y",1,"14Y410402",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W471951",1,0501,0501,"Y",1,"13W471951",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W472029",1,0501,0501,"Y",1,"13W472029",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W293998",1,0501,0501,"Y",1,"22W293998",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13X111079",1,0501,0501,"Y",1,"13X111079",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W014073",1,0501,0501,"Y",1,"13W014073",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W061538",1,0501,0501,"Y",1,"22W061538",,,"Y",,,,1,"2",2,10,4,2,1,,,,2,,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X592990",1,0501,0501,"Y",1,"23X592990",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02934",1,0501,0501,"Y",1,"11P944523",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB003535",1,0501,0501,"Y",1,"12R692022",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W471946",1,0501,0501,"Y",1,"13W471946",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"2041886",1,0501,0501,"Y",1,"2041886",,,"Y",,,,2,"14",3,175,5,2,1,,,,14,,0,"2021-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y503727",1,0501,0501,"Y",1,"14Y503727",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"15C989850",1,0501,0501,"Y",1,"15C989850",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2016-01-01",,1,,,,"2015-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y503743",1,0501,0501,"Y",1,"14Y503743",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB00144",1,0501,0501,"Y",1,"0123546",,,"Y",,,,2,"7",3,175,5,2,1,,,,7,,0,"2009-01-01",,1,,,,"2001-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB00941",1,0501,0501,"Y",1,"0835601",,,"Y",,,,2,"14",3,175,5,2,1,,,,14,,0,"2003-01-01",,1,,,,"2008-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG1305844",1,0501,0501,"Y",1,"1305844",,,"Y",,,,2,"15",3,175,5,2,1,,,,15,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB003665",1,0501,0501,"Y",1,"12R692153",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744419",1,0501,0501,"Y",1,"21P744419",,,"Y",,,,1,"2",2,10,4,2,1,,,,2,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W471925",1,0501,0501,"Y",1,"13W471925",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG1201155",1,0501,0501,"Y",1,"1201155",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01922",1,0501,0501,"Y",1,"10M028905",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"2052327",1,0501,0501,"Y",1,"2052327",,,"Y",,,,2,"14",3,175,5,2,1,,,,14,,0,"2021-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02455",1,0501,0501,"Y",1,"11P230352",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W014060",1,0501,0501,"Y",1,"13W014060",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W472023",1,0501,0501,"Y",1,"13W472023",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744313",1,0501,0501,"Y",1,"21P744313",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03315",1,0501,0501,"Y",1,"12R428759",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053540",1,0501,0501,"Y",1,"22W053540",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB003493",1,0501,0501,"Y",1,"12R691980",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03302",1,0501,0501,"Y",1,"12R428746",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03132",1,0501,0501,"Y",1,"12R428576",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053617",1,0501,0501,"Y",1,"22W053617",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03310",1,0501,0501,"Y",1,"12R428754",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03299",1,0501,0501,"Y",1,"12R428743",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03326",1,0501,0501,"Y",1,"12R428770",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03123",1,0501,0501,"Y",1,"12R428567",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB003436",1,0501,0501,"Y",1,"12R691923",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB003438",1,0501,0501,"Y",1,"12R691925",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03290",1,0501,0501,"Y",1,"12R428734",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20M931815",1,0501,0501,"Y",1,"20M931815",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2007-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X592970",1,0501,0501,"Y",1,"23X592970",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03333",1,0501,0501,"Y",1,"12R428777",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03227",1,0501,0501,"Y",1,"12R428671",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W490490",1,0501,0501,"Y",1,"22W490490",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X592689",1,0501,0501,"Y",1,"23X592689",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053621",1,0501,0501,"Y",1,"22W053621",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23W914037",1,0501,0501,"Y",1,"23W914037",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23W914036",1,0501,0501,"Y",1,"23W914036",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20M931811",1,0501,0501,"Y",1,"20M931811",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02946",1,0501,0501,"Y",1,"11P944535",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB002046",1,0501,0501,"Y",1,"10M557392",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01962",1,0501,0501,"Y",1,"10M049627",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2011-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W472014",1,0501,0501,"Y",1,"13W472014",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P710511",1,0501,0501,"Y",1,"21P710511",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG11P357629",1,0501,0501,"Y",1,"11P357629",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14Y503545",1,0501,0501,"Y",1,"14Y503545",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2015-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W461261",1,0501,0501,"Y",1,"13W461261",,,"Y",,,,1,"4",1,10,4,2,1,,,,4,,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG12U228444",1,0501,0501,"Y",1,"12U228444",,,"Y",,,,1,"1",1,5,4,2,1,,,,1,,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
